,outcome,age_range,self_defined_ethnicity,gender,datetime,outcome_object_id,outcome_object_name,latitude,longitude,type,officer_defined_ethnicity,object_of_search
221,A no further action disposal,,,Male,2018-12-27T22:19:33+00:00,bu-no-further-action,A no further action disposal,51.516121999999996,-0.077224,Person search,,Controlled drugs
222,Arrest,18-24,Black/African/Caribbean/Black British - African,Male,2018-12-28T00:21:50+00:00,bu-arrest,Arrest,51.512526,-0.098777,Person search,Black,Article for use in theft
223,Arrest,,,Male,2018-12-28T00:21:50+00:00,bu-arrest,Arrest,51.512526,-0.098777,Person search,,Article for use in theft
225,Arrest,18-24,Black/African/Caribbean/Black British - African,Male,2018-12-28T15:25:45+00:00,bu-arrest,Arrest,51.512526,-0.098777,Person search,Black,Article for use in theft
226,Community resolution,25-34,White - Any other White background,Male,2018-12-28T23:00:07+00:00,bu-community-resolution,Community resolution,51.515033,-0.07825,Person search,White,Controlled drugs
227,A no further action disposal,18-24,Black/African/Caribbean/Black British - African,Male,2018-12-29T00:26:16+00:00,bu-no-further-action,A no further action disposal,51.515033,-0.07825,Person search,Black,Controlled drugs
229,A no further action disposal,18-24,White - Any other White background,Female,2018-12-29T10:26:16+00:00,bu-no-further-action,A no further action disposal,51.516014,-0.081091,Person and Vehicle search,White,Controlled drugs
230,A no further action disposal,25-34,White - Any other White background,Male,2018-12-29T11:12:45+00:00,bu-no-further-action,A no further action disposal,51.515173,-0.08189,Person and Vehicle search,White,Controlled drugs
231,A no further action disposal,25-34,Black/African/Caribbean/Black British - African,Male,2018-12-29T13:34:12+00:00,bu-no-further-action,A no further action disposal,51.517148999999996,-0.08776,Person and Vehicle search,Black,Controlled drugs
232,A no further action disposal,18-24,Black/African/Caribbean/Black British - African,Male,2018-12-29T16:38:07+00:00,bu-no-further-action,A no further action disposal,51.516767,-0.098572,Person search,Black,Controlled drugs
234,A no further action disposal,18-24,Black/African/Caribbean/Black British - African,Male,2018-12-29T17:56:21+00:00,bu-no-further-action,A no further action disposal,51.518864,-0.097562,Person search,Black,Controlled drugs
236,A no further action disposal,18-24,Black/African/Caribbean/Black British - African,Male,2018-12-29T23:33:29+00:00,bu-no-further-action,A no further action disposal,51.510014,-0.08151599999999999,Person and Vehicle search,Black,
237,A no further action disposal,18-24,Black/African/Caribbean/Black British - African,Male,2018-12-29T23:47:05+00:00,bu-no-further-action,A no further action disposal,51.510014,-0.08151599999999999,Person and Vehicle search,Black,Article for use in theft
239,Arrest,18-24,White - Any other White background,Male,2018-12-31T19:48:04+00:00,bu-arrest,Arrest,51.520984999999996,-0.078749,Person and Vehicle search,White,Controlled drugs
240,A no further action disposal,10-17,Mixed/Multiple ethnic groups - White and Black Caribbean,Male,2019-01-01T02:48:45+00:00,bu-no-further-action,A no further action disposal,51.514358,-0.083755,Person search,Black,Article for use in theft
241,Community resolution,over 34,White - English/Welsh/Scottish/Northern Irish/British,Female,2019-01-01T05:04:52+00:00,bu-community-resolution,Community resolution,51.517244,-0.080376,Person search,White,Stolen goods
242,A no further action disposal,18-24,Mixed/Multiple ethnic groups - White and Black African,Female,2019-01-02T03:14:22+00:00,bu-no-further-action,A no further action disposal,51.505396000000005,-0.088901,Person search,Asian,Controlled drugs
243,A no further action disposal,18-24,Asian/Asian British - Pakistani,Male,2019-01-02T10:33:02+00:00,bu-no-further-action,A no further action disposal,51.509848,-0.104494,Person search,Asian,Controlled drugs
244,Khat or Cannabis warning,18-24,Asian/Asian British - Pakistani,Male,2019-01-02T10:47:03+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.509848,-0.104494,Person and Vehicle search,White,Controlled drugs
245,A no further action disposal,25-34,Asian/Asian British - Pakistani,Male,2019-01-02T01:24:54+00:00,bu-no-further-action,A no further action disposal,51.509848,-0.104494,Person search,Asian,Controlled drugs
246,A no further action disposal,18-24,Asian/Asian British - Pakistani,Male,2019-01-02T01:25:54+00:00,bu-no-further-action,A no further action disposal,51.509848,-0.104494,Person search,Asian,Controlled drugs
248,A no further action disposal,10-17,Other ethnic group - Not stated,Male,2019-01-02T06:10:06+00:00,bu-no-further-action,A no further action disposal,51.506254999999996,-0.074901,Person search,White,Stolen goods
249,Arrest,18-24,Other ethnic group - Not stated,Male,2019-01-03T02:29:59+00:00,bu-arrest,Arrest,51.516733,-0.104252,Person and Vehicle search,White,Offensive weapons
250,Arrest,18-24,White - Any other White background,Male,2019-01-03T02:54:04+00:00,bu-arrest,Arrest,51.516733,-0.104252,Person and Vehicle search,White,Offensive weapons
251,A no further action disposal,18-24,White - Any other White background,Male,2019-01-03T03:15:58+00:00,bu-no-further-action,A no further action disposal,51.519812,-0.093919,Person search,White,Evidence of offences under the Act
252,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2019-01-03T03:27:27+00:00,bu-no-further-action,A no further action disposal,51.519812,-0.093933,Person search,White,Stolen goods
254,A no further action disposal,18-24,Asian/Asian British - Bangladeshi,Male,2019-01-03T05:16:06+00:00,bu-no-further-action,A no further action disposal,51.517576,-0.079786,Person search,Asian,
255,A no further action disposal,over 34,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-01-04T04:57:09+00:00,bu-no-further-action,A no further action disposal,51.516966,-0.1059,Person search,White,Article for use in theft
256,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2019-01-04T02:47:10+00:00,bu-no-further-action,A no further action disposal,51.514699,-0.10413399999999999,Person and Vehicle search,Black,Controlled drugs
257,Penalty Notice for Disorder,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-01-05T11:57:56+00:00,bu-penalty-notice,Penalty Notice for Disorder,51.517576,-0.079786,Person search,White,Controlled drugs
258,Penalty Notice for Disorder,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-01-05T12:51:44+00:00,bu-penalty-notice,Penalty Notice for Disorder,51.517576,-0.079786,Person search,White,Controlled drugs
259,Khat or Cannabis warning,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-01-05T12:53:37+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.517576,-0.079786,Person search,White,Controlled drugs
260,Arrest,25-34,White - Any other White background,Male,2019-01-06T02:20:11+00:00,bu-arrest,Arrest,51.514699,-0.10413399999999999,Person and Vehicle search,White,Controlled drugs
261,A no further action disposal,over 34,White - Any other White background,Male,2019-01-06T11:18:38+00:00,bu-no-further-action,A no further action disposal,51.515142,-0.09764500000000001,Person search,White,Article for use in theft
263,Arrest,18-24,White - Any other White background,Male,2019-01-07T05:52:00+00:00,bu-arrest,Arrest,51.520984999999996,-0.078749,Person and Vehicle search,White,Controlled drugs
264,Arrest,25-34,White - Any other White background,Male,2019-01-07T05:58:58+00:00,bu-arrest,Arrest,51.52029,-0.078591,Person and Vehicle search,White,Controlled drugs
265,A no further action disposal,18-24,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Male,2019-01-07T08:36:32+00:00,bu-no-further-action,A no further action disposal,51.513463,-0.082913,Person search,Asian,Controlled drugs
266,Caution (simple or conditional),18-24,Asian/Asian British - Bangladeshi,Male,2019-01-07T10:16:23+00:00,bu-caution,Caution (simple or conditional),51.512597,-0.082748,Person search,Asian,Controlled drugs
267,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2019-01-08T01:15:33+00:00,bu-no-further-action,A no further action disposal,51.512139000000005,-0.093821,Person search,White,Article for use in theft
268,A no further action disposal,25-34,Asian/Asian British - Bangladeshi,Male,2019-01-08T01:54:47+00:00,bu-no-further-action,A no further action disposal,51.517244,-0.080376,Person search,Asian,Article for use in theft
270,Arrest,25-34,Asian/Asian British - Bangladeshi,Male,2019-01-08T11:34:00+00:00,bu-arrest,Arrest,51.513569,-0.086051,Person search,Asian,Article for use in theft
272,Arrest,over 34,Other ethnic group - Not stated,Male,2019-01-08T08:46:06+00:00,bu-arrest,Arrest,51.51265,-0.101452,Person and Vehicle search,White,Controlled drugs
273,A no further action disposal,over 34,Asian/Asian British - Indian,Male,2019-01-09T12:37:39+00:00,bu-no-further-action,A no further action disposal,51.514158,-0.10017899999999999,Person search,Asian,Stolen goods
276,A no further action disposal,,Other ethnic group - Not stated,Male,2019-01-10T02:30:31+00:00,bu-no-further-action,A no further action disposal,51.517148999999996,-0.08776,Person and Vehicle search,Black,Controlled drugs
279,Arrest,18-24,White - Any other White background,Male,2019-01-10T02:44:51+00:00,bu-arrest,Arrest,51.514158,-0.10017899999999999,Person and Vehicle search,White,Controlled drugs
280,Arrest,18-24,Other ethnic group - Not stated,Male,2019-01-10T10:42:14+00:00,bu-arrest,Arrest,51.511611,-0.080728,Person search,Other,Stolen goods
281,A no further action disposal,18-24,Asian/Asian British - Bangladeshi,Male,2019-01-11T03:22:45+00:00,bu-no-further-action,A no further action disposal,51.516233,-0.077392,Person and Vehicle search,Asian,Controlled drugs
282,A no further action disposal,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Male,2019-01-11T04:10:59+00:00,bu-no-further-action,A no further action disposal,51.517244,-0.080376,Person search,Black,Controlled drugs
283,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2019-01-11T05:26:45+00:00,bu-no-further-action,A no further action disposal,51.516233,-0.077392,Person and Vehicle search,Asian,Controlled drugs
284,Arrest,18-24,Other ethnic group - Any other ethnic group,Male,2019-01-11T10:54:22+00:00,bu-arrest,Arrest,51.514457,-0.073849,Person and Vehicle search,White,Controlled drugs
287,A no further action disposal,18-24,Black/African/Caribbean/Black British - Caribbean,Male,2019-01-12T04:44:51+00:00,bu-no-further-action,A no further action disposal,51.517576,-0.079786,Person search,Black,Offensive weapons
288,A no further action disposal,18-24,Other ethnic group - Not stated,Male,2019-01-12T10:32:28+00:00,bu-no-further-action,A no further action disposal,51.518433,-0.078856,Person search,Black,Article for use in theft
289,A no further action disposal,25-34,Other ethnic group - Not stated,Male,2019-01-12T10:38:44+00:00,bu-no-further-action,A no further action disposal,51.518433,-0.078856,Person search,Black,Article for use in theft
290,A no further action disposal,25-34,Other ethnic group - Not stated,Female,2019-01-12T10:46:48+00:00,bu-no-further-action,A no further action disposal,51.518433,-0.078856,Person search,Black,
291,A no further action disposal,over 34,White - Any other White background,Male,2019-01-12T05:19:50+00:00,bu-no-further-action,A no further action disposal,51.508066,-0.08778,Person search,White,Offensive weapons
295,A no further action disposal,over 34,White - Any other White background,Male,2019-01-12T11:54:37+00:00,bu-no-further-action,A no further action disposal,51.517244,-0.080376,Person search,Asian,Article for use in theft
297,A no further action disposal,18-24,,Male,2019-01-13T05:24:02+00:00,bu-no-further-action,A no further action disposal,51.517576,-0.079786,Person search,,Stolen goods
298,A no further action disposal,25-34,Other ethnic group - Not stated,Female,2019-01-13T05:33:44+00:00,bu-no-further-action,A no further action disposal,51.516233,-0.077392,Person search,Black,Controlled drugs
300,Khat or Cannabis warning,25-34,Other ethnic group - Not stated,Male,2019-01-14T05:04:46+00:00,bu-khat-or-cannabis-warning,Khat or Cannabis warning,51.516233,-0.077392,Person and Vehicle search,Black,Controlled drugs
303,A no further action disposal,25-34,Asian/Asian British - Bangladeshi,Male,2019-01-15T12:23:56+00:00,bu-no-further-action,A no further action disposal,51.516121999999996,-0.077224,Person and Vehicle search,Asian,Controlled drugs
304,A no further action disposal,18-24,Asian/Asian British - Bangladeshi,Male,2019-01-15T12:35:38+00:00,bu-no-further-action,A no further action disposal,51.516121999999996,-0.077224,Person search,Asian,Controlled drugs
305,A no further action disposal,10-17,Asian/Asian British - Bangladeshi,Male,2019-01-15T12:39:18+00:00,bu-no-further-action,A no further action disposal,51.516121999999996,-0.077224,Person search,Asian,Controlled drugs
306,A no further action disposal,25-34,White - English/Welsh/Scottish/Northern Irish/British,Male,2019-01-16T10:18:29+00:00,bu-no-further-action,A no further action disposal,51.517244,-0.080376,Person search,White,Stolen goods
307,Arrest,25-34,Asian/Asian British - Bangladeshi,Male,2019-01-16T01:26:35+00:00,bu-arrest,Arrest,51.517244,-0.080376,Person search,Asian,Stolen goods
308,A no further action disposal,25-34,White - English/Welsh/Scottish/Northern Irish/British,Female,2019-01-16T03:02:56+00:00,bu-no-further-action,A no further action disposal,51.517244,-0.080376,Person search,White,Stolen goods
309,A no further action disposal,over 34,Other ethnic group - Not stated,Male,2019-01-17T04:25:55+00:00,bu-no-further-action,A no further action disposal,51.51637,-0.081912,Person search,Black,Stolen goods
310,Arrest,25-34,Black/African/Caribbean/Black British - Caribbean,Male,2019-01-17T01:56:09+00:00,bu-arrest,Arrest,51.518864,-0.097562,Person and Vehicle search,Black,Controlled drugs
312,A no further action disposal,18-24,White - Any other White background,Male,2019-01-17T05:20:36+00:00,bu-no-further-action,A no further action disposal,51.518511,-0.08531,Person and Vehicle search,White,Offensive weapons
